tday,stocks,cl
20130114,EWJ,970
20130114,EWQ,2258
20130114,EWU,1658
20130114,EWY,6135
20130114,EWZ,NaN
20130114,FXI,3897
20130115,EWC,2785
20130115,EWG,2401
20130115,EWJ,967
20130115,EWQ,2244
20130115,EWU,1661
20130115,EWY,6092
20130115,EWZ,NaN
20130115,FXI,3894
20130116,EWC,2771
20130116,EWG,2391
20130116,EWJ,955
20130116,EWQ,2232
20130116,EWU,1649
20130116,EWY,6054
20130116,EWZ,NaN
20130116,FXI,3888
20130117,EWC,2783
20130117,EWG,2425
20130117,EWJ,959
20130117,EWQ,2270
20130117,EWU,1654
20130117,EWY,6109
20130117,EWZ,NaN
20130117,FXI,3902
20130118,EWC,2786
20130118,EWG,2414
20130118,EWJ,963
20130118,EWQ,2271
20130118,EWU,1652
20130118,EWY,6083
20130118,EWZ,NaN
20130118,FXI,3934
20130122,EWC,2804
20130122,EWG,2412
20130122,EWJ,953
20130122,EWQ,2270
20130122,EWU,1655
20130122,EWY,6070
20130122,EWZ,NaN
20130122,FXI,3938
20130123,EWC,2778
20130123,EWG,2411
20130123,EWJ,946
20130123,EWQ,2260
20130123,EWU,1660
20130123,EWY,6002
20130123,EWZ,NaN
20130123,FXI,3918
20130124,EWC,2775
20130124,EWG,2430
20130124,EWJ,956
20130124,EWQ,2274
20130124,EWU,1664
20130124,EWY,5941
20130124,EWZ,NaN
20130124,FXI,3918
20130125,EWC,2766
20130125,EWG,2485
20130125,EWJ,963
20130125,EWQ,2319
20130125,EWU,1679
20130125,EWY,5823
20130125,EWZ,NaN
20130125,FXI,3877
20130128,EWC,2768
20130128,EWG,2474
20130128,EWJ,949
20130128,EWQ,2315
20130128,EWU,1669
20130128,EWY,5759
20130128,EWZ,NaN
20130128,FXI,3864
20130129,EWC,2783
20130129,EWG,2486
20130129,EWJ,961
20130129,EWQ,2324
20130129,EWU,1684
20130129,EWY,5835
20130129,EWZ,NaN
20130129,FXI,3920
20130130,EWC,2773
20130130,EWG,2484
20130130,EWJ,971
20130130,EWQ,2315
20130130,EWU,1684
20130130,EWY,5804
20130130,EWZ,NaN
20130130,FXI,3924
20130131,EWC,2755
20130131,EWG,2477
20130131,EWJ,973
20130131,EWQ,2295
20130131,EWU,1681
20130131,EWY,5803
20130131,EWZ,NaN
20130131,FXI,3912
20130201,EWC,2775
20130201,EWG,2513
20130201,EWJ,970
20130201,EWQ,2346
20130201,EWU,1681
20130201,EWY,5800
20130201,EWZ,NaN
20130201,FXI,3945
20130204,EWC,2760
20130204,EWG,2422
20130204,EWJ,971
20130204,EWQ,2247
20130204,EWU,1661
20130204,EWY,5729
20130204,EWZ,NaN
20130204,FXI,3833
20130205,EWC,2774
20130205,EWG,2441
20130205,EWJ,968
20130205,EWQ,2280
20130205,EWU,1657
20130205,EWY,5750
20130205,EWZ,NaN
20130205,FXI,3832
20130206,EWC,2782
20130206,EWG,2413
20130206,EWJ,981
20130206,EWQ,2249
20130206,EWU,1665
20130206,EWY,5720
20130206,EWZ,NaN
20130206,FXI,3817
20130207,EWC,2766
20130207,EWG,2396
20130207,EWJ,984
20130207,EWQ,2209
20130207,EWU,1655
20130207,EWY,5699
20130207,EWZ,NaN
20130207,FXI,3728
20130208,EWC,2766
20130208,EWG,2406
20130208,EWJ,980
20130208,EWQ,2226
20130208,EWU,1669
20130208,EWY,5802
20130208,EWZ,NaN
20130208,FXI,3760
20130211,EWC,2756
20130211,EWG,2404
20130211,EWJ,991
20130211,EWQ,2231
20130211,EWU,1660
20130211,EWY,5825
20130211,EWZ,NaN
20130211,FXI,3752
20130212,EWC,2769
20130212,EWG,2423
20130212,EWJ,984
20130212,EWQ,2256
20130212,EWU,1671
20130212,EWY,5825
20130212,EWZ,NaN
20130212,FXI,3758
20130213,EWC,2765
20130213,EWG,2441
20130213,EWJ,980
20130213,EWQ,2264
20130213,EWU,1672
20130213,EWY,5900
20130213,EWZ,NaN
20130213,FXI,3778
20130214,EWC,2758
20130214,EWG,2405
20130214,EWJ,970
20130214,EWQ,2240
20130214,EWU,1662
20130214,EWY,5943
20130214,EWZ,NaN
20130214,FXI,3794
20130215,EWC,2732
20130215,EWG,2393
20130215,EWJ,967
20130215,EWQ,2233
20130215,EWU,1659
20130215,EWY,5940
20130215,EWZ,NaN
20130215,FXI,3804
20130219,EWC,2743
20130219,EWG,2443
20130219,EWJ,982
20130219,EWQ,2285
20130219,EWU,1665
20130219,EWY,5962
20130219,EWZ,NaN
20130219,FXI,3721
20130220,EWC,2710
20130220,EWG,2409
20130220,EWJ,985
20130220,EWQ,2242
20130220,EWU,1643
20130220,EWY,6016
20130220,EWZ,NaN
20130220,FXI,3683
20130221,EWC,2693
20130221,EWG,2363
20130221,EWJ,973
20130221,EWQ,2192
20130221,EWU,1630
20130221,EWY,5989
20130221,EWZ,NaN
20130221,FXI,3633
20130222,EWC,2700
20130222,EWG,2386
20130222,EWJ,989
20130222,EWQ,2245
20130222,EWU,1644
20130222,EWY,6037
20130222,EWZ,NaN
20130222,FXI,3636
20130225,EWC,2668
20130225,EWG,2342
20130225,EWJ,975
20130225,EWQ,2156
20130225,EWU,1605
20130225,EWY,5894
20130225,EWZ,NaN
20130225,FXI,3589
20130226,EWC,2677
20130226,EWG,2347
20130226,EWJ,993
20130226,EWQ,2174
20130226,EWU,1611
20130226,EWY,5972
20130226,EWZ,NaN
20130226,FXI,3596
20130227,EWC,2701
20130227,EWG,2383
20130227,EWJ,992
20130227,EWQ,2226
20130227,EWU,1634
20130227,EWY,6057
20130227,EWZ,NaN
20130227,FXI,3629
20130228,EWC,2693
20130228,EWG,2377
20130228,EWJ,996
20130228,EWQ,2214
20130228,EWU,1635
20130228,EWY,6009
20130228,EWZ,NaN
20130228,FXI,3675
20130301,EWC,2701
20130301,EWG,2359
20130301,EWJ,1006
20130301,EWQ,2206
20130301,EWU,1627
20130301,EWY,6033
20130301,EWZ,NaN
20130301,FXI,3642
20130304,EWC,2690
20130304,EWG,2365
20130304,EWJ,1012
20130304,EWQ,2220
20130304,EWU,1634
20130304,EWY,6005
20130304,EWZ,NaN
20130304,FXI,3578
20130305,EWC,2693
20130305,EWG,2402
20130305,EWJ,1014
20130305,EWQ,2248
20130305,EWU,1652
20130305,EWY,6058
20130305,EWZ,NaN
20130305,FXI,3606
20130306,EWC,2700
20130306,EWG,2423
20130306,EWJ,1027
20130306,EWQ,2244
20130306,EWU,1645
20130306,EWY,6018
20130306,EWZ,NaN
20130306,FXI,3632
20130307,EWC,2707
20130307,EWG,2445
20130307,EWJ,1017
20130307,EWQ,2273
20130307,EWU,1650
20130307,EWY,5990
20130307,EWZ,NaN
20130307,FXI,3639
20130308,EWC,2708
20130308,EWG,2440
20130308,EWJ,1022
20130308,EWQ,2280
20130308,EWU,1645
20130308,EWY,5952
20130308,EWZ,NaN
20130308,FXI,3687
20130311,EWC,2722
20130311,EWG,2445
20130311,EWJ,1028
20130311,EWQ,2284
20130311,EWU,1652
20130311,EWY,5910
20130311,EWZ,NaN
20130311,FXI,3644
20130312,EWC,2727
20130312,EWG,2438
20130312,EWJ,1017
20130312,EWQ,2278
20130312,EWU,1644
20130312,EWY,5836
20130312,EWZ,NaN
20130312,FXI,3583
20130313,EWC,2693
20130313,EWG,2429
20130313,EWJ,1023
20130313,EWQ,2270
20130313,EWU,1646
20130313,EWY,5823
20130313,EWZ,NaN
20130313,FXI,3523
20130314,EWC,2723
20130314,EWG,2458
20130314,EWJ,1029
20130314,EWQ,2292
20130314,EWU,1678
20130314,EWY,5824
20130314,EWZ,NaN
20130314,FXI,3562
20130315,EWC,2736
20130315,EWG,2461
20130315,EWJ,1038
20130315,EWQ,2286
20130315,EWU,1665
20130315,EWY,5727
20130315,EWZ,NaN
20130315,FXI,3532
20130318,EWC,2711
20130318,EWG,2423
20130318,EWJ,1033
20130318,EWQ,2254
20130318,EWU,1655
20130318,EWY,5689
20130318,EWZ,NaN
20130318,FXI,3471
20130319,EWC,2698
20130319,EWG,2406
20130319,EWJ,1039
20130319,EWQ,2228
20130319,EWU,1661
20130319,EWY,5668
20130319,EWZ,NaN
20130319,FXI,3428
20130320,EWC,2715
20130320,EWG,2429
20130320,EWJ,1047
20130320,EWQ,2258
20130320,EWU,1656
20130320,EWY,5655
20130320,EWZ,NaN
20130320,FXI,3514
20130321,EWC,2701
20130321,EWG,2395
20130321,EWJ,1047
20130321,EWQ,2221
20130321,EWU,1648
20130321,EWY,5570
20130321,EWZ,NaN
20130321,FXI,3476
20130322,EWC,2708
20130322,EWG,2415
20130322,EWJ,1051
20130322,EWQ,2247
20130322,EWU,1662
20130322,EWY,5627
20130322,EWZ,NaN
20130322,FXI,3485
20130325,EWC,2691
20130325,EWG,2374
20130325,EWJ,1041
20130325,EWQ,2188
20130325,EWU,1649
20130325,EWY,5696
20130325,EWZ,NaN
20130325,FXI,3474
20130326,EWC,2711
20130326,EWG,2380
20130326,EWJ,1051
20130326,EWQ,2206
20130326,EWU,1656
20130326,EWY,5791
20130326,EWZ,NaN
20130326,FXI,3520
20130327,EWC,2708
20130327,EWG,2341
20130327,EWJ,1056
20130327,EWQ,2169
20130327,EWU,1650
20130327,EWY,5801
20130327,EWZ,NaN
20130327,FXI,3524
20130328,EWC,2721
20130328,EWG,2357
20130328,EWJ,1054
20130328,EWQ,2190
20130328,EWU,1663
20130328,EWY,5789
20130328,EWZ,NaN
20130328,FXI,3484
20130401,EWC,2711
20130401,EWG,2346
20130401,EWJ,1013
20130401,EWQ,2176
20130401,EWU,1653
20130401,EWY,5729
20130401,EWZ,NaN
20130401,FXI,3442
20130402,EWC,2716
20130402,EWG,2383
20130402,EWJ,1026
20130402,EWQ,2210
20130402,EWU,1664
20130402,EWY,5693
20130402,EWZ,NaN
20130402,FXI,3443
20130403,EWC,2658
20130403,EWG,2377
20130403,EWJ,1022
20130403,EWQ,2203
20130403,EWU,1654
20130403,EWY,5641
20130403,EWZ,NaN
20130403,FXI,3384
20130404,EWC,2644
20130404,EWG,2379
20130404,EWJ,1064
20130404,EWQ,2207
20130404,EWU,1654
20130404,EWY,5540
20130404,EWZ,NaN
20130404,FXI,3394
20130405,EWC,2628
20130405,EWG,2347
20130405,EWJ,1070
20130405,EWQ,2187
20130405,EWU,1646
20130405,EWY,5432
20130405,EWZ,NaN
20130405,FXI,3362
20130408,EWC,2628
20130408,EWG,2352
20130408,EWJ,1080
20130408,EWQ,2192
20130408,EWU,1642
20130408,EWY,5404
20130408,EWZ,NaN
20130408,FXI,3361
20130409,EWC,2663
20130409,EWG,2356
20130409,EWJ,1072
20130409,EWQ,2200
20130409,EWU,1651
20130409,EWY,5448
20130409,EWZ,NaN
20130409,FXI,3419
20130410,EWC,2681
20130410,EWG,2402
20130410,EWJ,1094
20130410,EWQ,2232
20130410,EWU,1670
20130410,EWY,5552
20130410,EWZ,NaN
20130410,FXI,3436
20130411,EWC,2678
20130411,EWG,2415
20130411,EWJ,1107
20130411,EWQ,2253
20130411,EWU,1677
20130411,EWY,5544
20130411,EWZ,NaN
20130411,FXI,3422
20130412,EWC,2640
20130412,EWG,2399
20130412,EWJ,1109
20130412,EWQ,2244
20130412,EWU,1677
20130412,EWY,5369
20130412,EWZ,NaN
20130412,FXI,3396
20130415,EWC,2532
20130415,EWG,2346
20130415,EWJ,1100
20130415,EWQ,2188
20130415,EWU,1642
20130415,EWY,5347
20130415,EWZ,NaN
20130415,FXI,3294
20130416,EWC,2574
20130416,EWG,2389
20130416,EWJ,1111
20130416,EWQ,2226
20130416,EWU,1658
20130416,EWY,5511
20130416,EWZ,NaN
20130416,FXI,3355
20130417,EWC,2524
20130417,EWG,2306
20130417,EWJ,1103
20130417,EWQ,2152
20130417,EWU,1628
20130417,EWY,5420
20130417,EWZ,NaN
20130417,FXI,3286
20130418,EWC,2532
20130418,EWG,2291
20130418,EWJ,1095
20130418,EWQ,2144
20130418,EWU,1630
20130418,EWY,5338
20130418,EWZ,NaN
20130418,FXI,3295
20130419,EWC,2547
20130419,EWG,2294
20130419,EWJ,1107
20130419,EWQ,2172
20130419,EWU,1637
20130419,EWY,5381
20130419,EWZ,NaN
20130419,FXI,3401
20130422,EWC,2549
20130422,EWG,2305
20130422,EWJ,1106
20130422,EWQ,2187
20130422,EWU,1642
20130422,EWY,5443
20130422,EWZ,NaN
20130422,FXI,3417
20130423,EWC,2550
20130423,EWG,2347
20130423,EWJ,1116
20130423,EWQ,2243
20130423,EWU,1669
20130423,EWY,5464
20130423,EWZ,NaN
20130423,FXI,3398
20130424,EWC,2593
20130424,EWG,2376
20130424,EWJ,1123
20130424,EWQ,2275
20130424,EWU,1676
20130424,EWY,5499
20130424,EWZ,NaN
20130424,FXI,3442
20130425,EWC,2614
20130425,EWG,2387
20130425,EWJ,1129
20130425,EWQ,2266
20130425,EWU,1692
20130425,EWY,5583
20130425,EWZ,NaN
20130425,FXI,3495
20130426,EWC,2601
20130426,EWG,2398
20130426,EWJ,1126
20130426,EWQ,2268
20130426,EWU,1701
20130426,EWY,5538
20130426,EWZ,NaN
20130426,FXI,3485
20130429,EWC,2636
20130429,EWG,2433
20130429,EWJ,1133
20130429,EWQ,2318
20130429,EWU,1714
20130429,EWY,5580
20130429,EWZ,NaN
20130429,FXI,3530
20130430,EWC,2674
20130430,EWG,2454
20130430,EWJ,1142
20130430,EWQ,2314
20130430,EWU,1710
20130430,EWY,5691
20130430,EWZ,NaN
20130430,FXI,3561
20130501,EWC,2650
20130501,EWG,2432
20130501,EWJ,1129
20130501,EWQ,2290
20130501,EWU,1707
20130501,EWY,5634
20130501,EWZ,NaN
20130501,FXI,3509
20130502,EWC,2659
20130502,EWG,2441
20130502,EWJ,1134
20130502,EWQ,2312
20130502,EWU,1713
20130502,EWY,5667
20130502,EWZ,NaN
20130502,FXI,3527
20130503,EWC,2673
20130503,EWG,2496
20130503,EWJ,1150
20130503,EWQ,2345
20130503,EWU,1735
20130503,EWY,5713
20130503,EWZ,NaN
20130503,FXI,3558
20130506,EWC,2682
20130506,EWG,2490
20130506,EWJ,1145
20130506,EWQ,2342
20130506,EWU,1736
20130506,EWY,5677
20130506,EWZ,NaN
20130506,FXI,3575
20130507,EWC,2693
20130507,EWG,2508
20130507,EWJ,1147
20130507,EWQ,2350
20130507,EWU,1738
20130507,EWY,5699
20130507,EWZ,NaN
20130507,FXI,3614
20130508,EWC,2730
20130508,EWG,2542
20130508,EWJ,1156
20130508,EWQ,2384
20130508,EWU,1754
20130508,EWY,5712
20130508,EWZ,NaN
20130508,FXI,3644
20130509,EWC,2706
20130509,EWG,2517
20130509,EWJ,1148
20130509,EWQ,2352
20130509,EWU,1745
20130509,EWY,5718
20130509,EWZ,NaN
20130509,FXI,3606
20130510,EWC,2703
20130510,EWG,2522
20130510,EWJ,1148
20130510,EWQ,2366
20130510,EWU,1749
20130510,EWY,5557
20130510,EWZ,NaN
20130510,FXI,3625
20130513,EWC,2696
20130513,EWG,2512
20130513,EWJ,1162
20130513,EWQ,2359
20130513,EWU,1742
20130513,EWY,5532
20130513,EWZ,NaN
20130513,FXI,3560
20130514,EWC,2689
20130514,EWG,2526
20130514,EWJ,1170
20130514,EWQ,2362
20130514,EWU,1745
20130514,EWY,5632
20130514,EWZ,NaN
20130514,FXI,3561
20130515,EWC,2666
20130515,EWG,2519
20130515,EWJ,1181
20130515,EWQ,2363
20130515,EWU,1750
20130515,EWY,5611
20130515,EWZ,NaN
20130515,FXI,3561
20130516,EWC,2664
20130516,EWG,2512
20130516,EWJ,1163
20130516,EWQ,2351
20130516,EWU,1750
20130516,EWY,5661
20130516,EWZ,NaN
20130516,FXI,3542
20130517,EWC,2665
20130517,EWG,2533
20130517,EWJ,1182
20130517,EWQ,2376
20130517,EWU,1757
20130517,EWY,5666
20130517,EWZ,NaN
20130517,FXI,3577
20130520,EWC,2695
20130520,EWG,2542
20130520,EWJ,1190
20130520,EWQ,2385
20130520,EWU,1767
20130520,EWY,5690
20130520,EWZ,NaN
20130520,FXI,3620
20130521,EWC,2698
20130521,EWG,2551
20130521,EWJ,1196
20130521,EWQ,2402
20130521,EWU,1767
20130521,EWY,5685
20130521,EWZ,NaN
20130521,FXI,3596
20130522,EWC,2681
20130522,EWG,2537
20130522,EWJ,1184
20130522,EWQ,2380
20130522,EWU,1753
20130522,EWY,5638
20130522,EWZ,NaN
20130522,FXI,3542
20130523,EWC,2674
20130523,EWG,2532
20130523,EWJ,1134
20130523,EWQ,2378
20130523,EWU,1741
20130523,EWY,5596
20130523,EWZ,NaN
20130523,FXI,3508
20130524,EWC,2672
20130524,EWG,2519
20130524,EWJ,1113
20130524,EWQ,2375
20130524,EWU,1737
20130524,EWY,5565
20130524,EWZ,NaN
20130524,FXI,3449
20130528,EWC,2674
20130528,EWG,2542
20130528,EWJ,1107
20130528,EWQ,2402
20130528,EWU,1742
20130528,EWY,5622
20130528,EWZ,NaN
20130528,FXI,3506
20130529,EWC,2685
20130529,EWG,2527
20130529,EWJ,1088
20130529,EWQ,2386
20130529,EWU,1727
20130529,EWY,5632
20130529,EWZ,NaN
20130529,FXI,3451
20130530,EWC,2700
20130530,EWG,2555
20130530,EWJ,1082
20130530,EWQ,2409
20130530,EWU,1738
20130530,EWY,5685
20130530,EWZ,NaN
20130530,FXI,3466
20130531,EWC,2646
20130531,EWG,2519
20130531,EWJ,1058
20130531,EWQ,2359
20130531,EWU,1708
20130531,EWY,5615
20130531,EWZ,NaN
20130531,FXI,3397
20130603,EWC,2673
20130603,EWG,2544
20130603,EWJ,1045
20130603,EWQ,2382
20130603,EWU,1724
20130603,EWY,5728
20130603,EWZ,NaN
20130603,FXI,3447
20130604,EWC,2652
20130604,EWG,2525
20130604,EWJ,1075
20130604,EWQ,2366
20130604,EWU,1719
20130604,EWY,5660
20130604,EWZ,NaN
20130604,FXI,3413
20130605,EWC,2616
20130605,EWG,2494
20130605,EWJ,1034
20130605,EWQ,2326
20130605,EWU,1693
20130605,EWY,5564
20130605,EWZ,NaN
20130605,FXI,3367
20130606,EWC,2632
20130606,EWG,2523
20130606,EWJ,1033
20130606,EWQ,2351
20130606,EWU,1697
20130606,EWY,5588
20130606,EWZ,NaN
20130606,FXI,3389
20130607,EWC,2640
20130607,EWG,2551
20130607,EWJ,1073
20130607,EWQ,2369
20130607,EWU,1713
20130607,EWY,5505
20130607,EWZ,NaN
20130607,FXI,3365
20130610,EWC,2647
20130610,EWG,2565
20130610,EWJ,1087
20130610,EWQ,2368
20130610,EWU,1709
20130610,EWY,5442
20130610,EWZ,NaN
20130610,FXI,3335
20130611,EWC,2614
20130611,EWG,2541
20130611,EWJ,1066
20130611,EWQ,2342
20130611,EWU,1693
20130611,EWY,5369
20130611,EWZ,NaN
20130611,FXI,3285
20130612,EWC,2585
20130612,EWG,2527
20130612,EWJ,1069
20130612,EWQ,2340
20130612,EWU,1693
20130612,EWY,5325
20130612,EWZ,NaN
20130612,FXI,3263
20130613,EWC,2637
20130613,EWG,2555
20130613,EWJ,1094
20130613,EWQ,2374
20130613,EWU,1714
20130613,EWY,5352
20130613,EWZ,NaN
20130613,FXI,3296
20130614,EWC,2613
20130614,EWG,2528
20130614,EWJ,1060
20130614,EWQ,2351
20130614,EWU,1702
20130614,EWY,5278
20130614,EWZ,NaN
20130614,FXI,3206
20130617,EWC,2635
20130617,EWG,2563
20130617,EWJ,1088
20130617,EWQ,2390
20130617,EWU,1711
20130617,EWY,5309
20130617,EWZ,NaN
20130617,FXI,3253
20130618,EWC,2645
20130618,EWG,2586
20130618,EWJ,1107
20130618,EWQ,2403
20130618,EWU,1718
20130618,EWY,5338
20130618,EWZ,NaN
20130618,FXI,3261
20130619,EWC,2607
20130619,EWG,2528
20130619,EWJ,1093
20130619,EWQ,2350
20130619,EWU,1685
20130619,EWY,5201
20130619,EWZ,NaN
20130619,FXI,3171
20130620,EWC,2521
20130620,EWG,2445
20130620,EWJ,1048
20130620,EWQ,2264
20130620,EWU,1634
20130620,EWY,5002
20130620,EWZ,NaN
20130620,FXI,3039
20130621,EWC,2512
20130621,EWG,2409
20130621,EWJ,1086
20130621,EWQ,2246
20130621,EWU,1630
20130621,EWY,4997
20130621,EWZ,NaN
20130621,FXI,3089
20130624,EWC,2473
20130624,EWG,2377
20130624,EWJ,1056
20130624,EWQ,2207
20130624,EWU,1609
20130624,EWY,4885
20130624,EWZ,NaN
20130624,FXI,3013
20130625,EWC,2499
20130625,EWG,2405
20130625,EWJ,1070
20130625,EWQ,2229
20130625,EWU,1628
20130625,EWY,4974
20130625,EWZ,NaN
20130625,FXI,3071
20130626,EWC,2510
20130626,EWG,2422
20130626,EWJ,1065
20130626,EWQ,2251
20130626,EWU,1633
20130626,EWY,4968
20130626,EWZ,NaN
20130626,FXI,3126
20130627,EWC,2520
20130627,EWG,2437
20130627,EWJ,1091
20130627,EWQ,2273
20130627,EWU,1636
20130627,EWY,5143
20130627,EWZ,NaN
20130627,FXI,3148
20130628,EWC,2525
20130628,EWG,2421
20130628,EWJ,1100
20130628,EWQ,2253
20130628,EWU,1631
20130628,EWY,5182
20130628,EWZ,NaN
20130628,FXI,3151
20130701,EWC,2532
20130701,EWG,2436
20130701,EWJ,1113
20130701,EWQ,2277
20130701,EWU,1650
20130701,EWY,5240
20130701,EWZ,NaN
20130701,FXI,3147
20130702,EWC,2528
20130702,EWG,2398
20130702,EWJ,1121
20130702,EWQ,2249
20130702,EWU,1641
20130702,EWY,5163
20130702,EWZ,NaN
20130702,FXI,3102
20130703,EWC,2521
20130703,EWG,2391
20130703,EWJ,1122
20130703,EWQ,2242
20130703,EWU,1644
20130703,EWY,5106
20130703,EWZ,NaN
20130703,FXI,3074
20130705,EWC,2514
20130705,EWG,2366
20130705,EWJ,1137
20130705,EWQ,2257
20130705,EWU,1653
20130705,EWY,5037
20130705,EWZ,NaN
20130705,FXI,3107
20130708,EWC,2535
20130708,EWG,2405
20130708,EWJ,1129
20130708,EWQ,2289
20130708,EWU,1663
20130708,EWY,5050
20130708,EWZ,NaN
20130708,FXI,3121
20130709,EWC,2565
20130709,EWG,2419
20130709,EWJ,1135
20130709,EWQ,2288
20130709,EWU,1672
20130709,EWY,5111
20130709,EWZ,NaN
20130709,FXI,3135
20130710,EWC,2567
20130710,EWG,2441
20130710,EWJ,1131
20130710,EWQ,2303
20130710,EWU,1677
20130710,EWY,5096
20130710,EWZ,NaN
20130710,FXI,3144
20130711,EWC,2643
20130711,EWG,2515
20130711,EWJ,1164
20130711,EWQ,2362
20130711,EWU,1719
20130711,EWY,5372
20130711,EWZ,NaN
20130711,FXI,3309
20130712,EWC,2630
20130712,EWG,2511
20130712,EWJ,1162
20130712,EWQ,2341
20130712,EWU,1708
20130712,EWY,5309
20130712,EWZ,NaN
20130712,FXI,3218
20130715,EWC,2643
20130715,EWG,2520
20130715,EWJ,1173
20130715,EWQ,2354
20130715,EWU,1716
20130715,EWY,5353
20130715,EWZ,NaN
20130715,FXI,3251
20130716,EWC,2650
20130716,EWG,2530
20130716,EWJ,1163
20130716,EWQ,2356
20130716,EWU,1714
20130716,EWY,5339
20130716,EWZ,NaN
20130716,FXI,3257
20130717,EWC,2653
20130717,EWG,2537
20130717,EWJ,1174
20130717,EWQ,2357
20130717,EWU,1722
20130717,EWY,5398
20130717,EWZ,NaN
20130717,FXI,3278
20130718,EWC,2681
20130718,EWG,2559
20130718,EWJ,1180
20130718,EWQ,2387
20130718,EWU,1740
20130718,EWY,5336
20130718,EWZ,NaN
20130718,FXI,3258
20130719,EWC,2695
20130719,EWG,2565
20130719,EWJ,1171
20130719,EWQ,2391
20130719,EWU,1743
20130719,EWY,5349
20130719,EWZ,NaN
20130719,FXI,3268
20130722,EWC,2715
20130722,EWG,2568
20130722,EWJ,1174
20130722,EWQ,2408
20130722,EWU,1751
20130722,EWY,5379
20130722,EWZ,NaN
20130722,FXI,3272
20130723,EWC,2721
20130723,EWG,2577
20130723,EWJ,1173
20130723,EWQ,2411
20130723,EWU,1753
20130723,EWY,5423
20130723,EWZ,NaN
20130723,FXI,3362
20130724,EWC,2698
20130724,EWG,2584
20130724,EWJ,1163
20130724,EWQ,2433
20130724,EWU,1747
20130724,EWY,5406
20130724,EWZ,NaN
20130724,FXI,3327
20130725,EWC,2714
20130725,EWG,2600
20130725,EWJ,1142
20130725,EWQ,2459
20130725,EWU,1753
20130725,EWY,5459
20130725,EWZ,NaN
20130725,FXI,3356
20130726,EWC,2707
20130726,EWG,2579
20130726,EWJ,1115
20130726,EWQ,2465
20130726,EWU,1748
20130726,EWY,5498
20130726,EWZ,NaN
20130726,FXI,3364
20130729,EWC,2718
20130729,EWG,2572
20130729,EWJ,1091
20130729,EWQ,2454
20130729,EWU,1739
20130729,EWY,5444
20130729,EWZ,NaN
20130729,FXI,3324
20130730,EWC,2681
20130730,EWG,2568
20130730,EWJ,1101
20130730,EWQ,2454
20130730,EWU,1728
20130730,EWY,5464
20130730,EWZ,NaN
20130730,FXI,3333
20130731,EWC,2668
20130731,EWG,2580
20130731,EWJ,1100
20130731,EWQ,2461
20130731,EWU,1735
20130731,EWY,5438
20130731,EWZ,NaN
20130731,FXI,3319
20130801,EWC,2674
20130801,EWG,2617
20130801,EWJ,1130
20130801,EWQ,2490
20130801,EWU,1749
20130801,EWY,5498
20130801,EWZ,NaN
20130801,FXI,3382
20130802,EWC,2665
20130802,EWG,2624
20130802,EWJ,1148
20130802,EWQ,2503
20130802,EWU,1758
20130802,EWY,5508
20130802,EWZ,NaN
20130802,FXI,3388
20130805,EWC,2656
20130805,EWG,2616
20130805,EWJ,1151
20130805,EWQ,2498
20130805,EWU,1752
20130805,EWY,5491
20130805,EWZ,NaN
20130805,FXI,3359
20130806,EWC,2638
20130806,EWG,2590
20130806,EWJ,1152
20130806,EWQ,2492
20130806,EWU,1746
20130806,EWY,5447
20130806,EWZ,NaN
20130806,FXI,3336
20130807,EWC,2613
20130807,EWG,2590
20130807,EWJ,1130
20130807,EWQ,2504
20130807,EWU,1742
20130807,EWY,5373
20130807,EWZ,NaN
20130807,FXI,3273
20130808,EWC,2669
20130808,EWG,2618
20130808,EWJ,1124
20130808,EWQ,2531
20130808,EWU,1758
20130808,EWY,5423
20130808,EWZ,NaN
20130808,FXI,3333
20130809,EWC,2673
20130809,EWG,2619
20130809,EWJ,1125
20130809,EWQ,2531
20130809,EWU,1767
20130809,EWY,5393
20130809,EWZ,NaN
20130809,FXI,3346
20130812,EWC,2681
20130812,EWG,2613
20130812,EWJ,1124
20130812,EWQ,2516
20130812,EWU,1755
20130812,EWY,5413
20130812,EWZ,NaN
20130812,FXI,3454
20130813,EWC,2685
20130813,EWG,2633
20130813,EWJ,1134
20130813,EWQ,2525
20130813,EWU,1770
20130813,EWY,5485
20130813,EWZ,NaN
20130813,FXI,3525
20130814,EWC,2689
20130814,EWG,2631
20130814,EWJ,1128
20130814,EWQ,2535
20130814,EWU,1775
20130814,EWY,5509
20130814,EWZ,NaN
20130814,FXI,3528
20130815,EWC,2706
20130815,EWG,2626
20130815,EWJ,1112
20130815,EWQ,2533
20130815,EWU,1755
20130815,EWY,5468
20130815,EWZ,NaN
20130815,FXI,3503
20130816,EWC,2706
20130816,EWG,2624
20130816,EWJ,1112
20130816,EWQ,2543
20130816,EWU,1759
20130816,EWY,5505
20130816,EWZ,NaN
20130816,FXI,3503
20130819,EWC,2671
20130819,EWG,2612
20130819,EWJ,1109
20130819,EWQ,2520
20130819,EWU,1748
20130819,EWY,5469
20130819,EWZ,NaN
20130819,FXI,3494
20130820,EWC,2675
20130820,EWG,2617
20130820,EWJ,1100
20130820,EWQ,2515
20130820,EWU,1754
20130820,EWY,5438
20130820,EWZ,NaN
20130820,FXI,3446
20130821,EWC,2635
20130821,EWG,2601
20130821,EWJ,1084
20130821,EWQ,2492
20130821,EWU,1739
